extracted_name,refine_flag,region,trial_num
王建平,False,1,0
陳美惠,False,0,0
張桂珍,True,-1,0
王建平,False,1,0
王建平,False,1,0
陳美惠,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳文雄,False,0,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
王海燕,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳美惠,False,0,0
王建平,False,1,0
王建平,False,1,0
陳文雄,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳美惠,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳文雄,False,0,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳文雄,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳美惠,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
林秀美,False,0,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
陳文雄,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
李俊毅,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳宥蓁,False,0,0
陳文雄,False,0,0
陳美惠,False,0,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳文雄,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳美惠,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳文雄,False,0,0
王建平,False,1,0
陳美惠,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳宥蓁,False,0,0
陳美惠,False,0,0
王建平,False,1,0
王建平,False,1,0
陳文雄,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳美惠,False,0,0
王建平,False,1,0
王建平,False,1,0
陳文雄,False,0,0
王建平,False,1,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳美惠,False,0,0
王海燕,False,1,0
王建平,False,1,0
林秀美,False,0,0
王建平,False,1,0
陳宥蓁,False,0,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
王建平,False,1,0
陳美惠,False,0,0
陳美惠,False,0,0
