extracted_name,refine_flag,region,trial_num
李承恩,False,0,0
李承恩,False,0,0
李建华,False,1,0
林明德,False,0,0
李建华,False,1,0
张建军,False,1,0
李建华,False,1,0
林明德,False,0,0
林明德,False,0,0
李建华,False,1,0
李建华,False,1,0
李承恩,False,0,0
李建华,False,1,0
李承恩,False,0,0
李建华,False,1,0
李建华,False,1,0
李承恩,False,0,0
张建军,False,1,0
李建华,False,1,0
张建军,False,1,0
李建华,False,1,0
林秀美,False,0,0
林明德,False,0,0
张建军,False,1,0
林明德,False,0,0
李建华,False,1,0
李承恩,False,0,0
李承恩,False,0,0
张志强,False,1,0
张建军,False,1,0
李建华,False,1,0
林明德,False,0,0
李建华,False,1,0
张建军,False,1,0
张建军,False,1,0
李建华,False,1,0
李承恩,False,0,0
林明德,False,0,0
李建华,False,1,0
李承恩,False,0,0
李建华,False,1,0
李承恩,False,0,0
李承恩,False,0,0
李承恩,False,0,0
李承恩,False,0,0
林明德,False,0,0
张建军,False,1,0
张建军,False,1,0
李承恩,False,0,0
林明德,False,0,0
张建军,False,1,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
李承恩,False,0,0
林明德,False,0,0
林麗娟,False,0,0
李承恩,False,0,0
李建华,False,1,0
张志强,False,1,0
李建华,False,1,0
林明德,False,0,0
李建华,False,1,0
李建华,False,1,0
李承恩,False,0,0
张建军,False,1,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
李承恩,False,0,0
李建华,False,1,0
林明德,False,0,0
李建华,False,1,0
李承恩,False,0,0
李建华,False,1,0
李承恩,False,0,0
李承恩,False,0,0
李承恩,False,0,0
林明德,False,0,0
李建华,False,1,0
李建华,False,1,0
李承恩,False,0,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
林秀美,False,0,0
李建华,False,1,0
李承恩,False,0,0
林明德,False,0,0
张建军,False,1,0
张建军,False,1,0
张建军,False,1,0
李承恩,False,0,0
林明德,False,0,0
李承恩,False,0,0
李建华,False,1,0
林明德,False,0,0
李建华,False,1,0
林明德,False,0,0
张建军,False,1,0
林明德,False,0,0
李建华,False,1,0
林明德,False,0,0
林明德,False,0,0
张建军,False,1,0
李建华,False,1,0
林明德,False,0,0
李承恩,False,0,0
李建华,False,1,0
陳俊良,False,0,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
林明德,False,0,0
林明德,False,0,0
李承恩,False,0,0
李建华,False,1,0
林明德,False,0,0
李承恩,False,0,0
张建军,False,1,0
李建华,False,1,0
张建军,False,1,0
李建华,False,1,0
张建军,False,1,0
李建华,False,1,0
张建军,False,1,0
张建军,False,1,0
林明德,False,0,0
张建军,False,1,0
李承恩,False,0,0
李建华,False,1,0
李承恩,False,0,0
李建华,False,1,0
李承恩,False,0,0
李建华,False,1,0
张建军,False,1,0
张志强,False,1,0
林明德,False,0,0
李建华,False,1,0
李建华,False,1,0
林明德,False,0,0
李承恩,False,0,0
林明德,False,0,0
李建华,False,1,0
张建军,False,1,0
李承恩,False,0,0
林明德,False,0,0
李建华,False,1,0
张建军,False,1,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
张志强,False,1,0
李建华,False,1,0
李建华,False,1,0
林明德,False,0,0
张建军,False,1,0
李建华,False,1,0
李建华,False,1,0
林明德,False,0,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
张建军,False,1,0
林明德,False,0,0
李承恩,False,0,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
李建华,False,1,0
林明德,False,0,0
张建军,False,1,0
张建军,False,1,0
林明德,False,0,0
林明德,False,0,0
李建华,False,1,0
